antibody_id,pdb_path,vh_vl_angle_deg,interface_n_pairs,interface_mean_dist_A,interface_min_dist_A,vernier_sasa_total,structure_errors,canonical_H1,canonical_H2,canonical_H3,canonical_L1,canonical_L2,canonical_L3,sequence_errors,pI,GRAVY,instability_index,net_charge_pH7,hydro_patch_max9,charge_patch_max7,agg_motifs,deamidation_sites,isomerization_sites,cmc_flags,immuno_risk_level,immuno_tcia_score,immuno_n_high,immuno_n_medium,immuno_n_tolerated,immuno_n_clusters
Serclutamab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Serclutamab.pdb,87.47887022375001,61,4.7274321954053145,1.6923482418060303,474.6622287212326,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.63,-0.387,37.2,3.0,0.556,3.0,0,3,1,,HIGH,0.5389,20,10,21,4
Serplulimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Serplulimab.pdb,87.42323041399999,67,4.680195709814328,2.3625640869140625,468.33171270273283,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.81,-0.238,38.2,3.9,0.667,3.0,1,2,1,hydro_patch_moderate (0.67),HIGH,0.735,16,2,49,3
Sibeprenlimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Sibeprenlimab.pdb,78.31162885870326,71,4.691153650482495,2.6401679515838623,539.2118378971676,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.98,-0.342,40.1,5.0,0.556,3.0,0,0,1,,HIGH,0.7217,29,11,30,5
Sigvotatug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Sigvotatug.pdb,82.58816875822339,66,4.662680857148889,2.1748387813568115,682.4925471355425,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.77,-0.413,27.7,3.7,0.556,3.0,0,0,1,,HIGH,0.7387,37,7,25,4
Simtuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Simtuzumab.pdb,76.58328776870508,71,4.594030644748751,1.2598110437393188,542.338183354412,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.59,-0.28,30.8,2.9,0.556,3.0,2,1,0,,HIGH,0.5306,9,11,35,5
Sirexatamab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Sirexatamab.pdb,85.55343976583634,61,4.75389507476961,2.867361307144165,523.6690962228586,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.35,-0.264,48.4,-0.9,0.556,3.0,1,3,2,,HIGH,0.7729,14,2,52,3
Sofituzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Sofituzumab.pdb,85.6701403982516,67,4.722670692140642,2.648179769515991,539.7262187163212,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,7.85,-0.305,31.0,0.9,0.667,3.0,0,1,0,hydro_patch_moderate (0.67),HIGH,0.6563,19,9,41,5
Solanezumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Solanezumab.pdb,79.56795540844166,45,4.685800331610221,2.2939236164093018,534.1621740744781,,H1-10-1,H2-16-?,H3-3,L1-11-1,L2-7-1,L3-9,,8.65,-0.211,41.3,3.0,0.556,3.0,0,3,1,,HIGH,0.7814,19,2,52,3
Solnerstotug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Solnerstotug.pdb,83.41696320187225,75,4.572619283135562,0.29976892471313477,498.15732314948156,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.0,-0.271,34.7,-4.1,0.556,3.0,0,2,1,pI_unusually_low (5.00),HIGH,0.6895,18,7,59,4
Solrikitug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Solrikitug.pdb,84.61544398217619,69,4.69507009437842,1.4073952436447144,547.0410650900286,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.0,-0.179,37.3,-0.0,0.667,3.0,1,0,0,hydro_patch_moderate (0.67),HIGH,0.6456,11,2,43,5
Sonesitatug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Sonesitatug.pdb,74.6451848797723,81,4.709323821167042,1.9733366966247559,517.9526791013284,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.58,-0.355,25.6,2.7,0.556,2.0,1,2,1,,HIGH,0.7651,11,1,60,4
Sotevtamab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Sotevtamab.pdb,72.15507897081433,72,4.661863120702597,2.12674880027771,504.7579284333952,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,8.57,-0.45,40.7,2.8,0.556,3.0,1,1,1,,HIGH,0.6396,9,5,45,3
Sotigalimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Sotigalimab.pdb,81.67548482762358,73,4.620155041661498,1.8347910642623901,604.1228166220633,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.07,-0.121,34.3,6.7,0.556,3.0,0,1,2,,HIGH,0.7423,30,2,30,5
Spartalizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Spartalizumab.pdb,76.4552043609459,71,4.689651371526324,1.9348082542419434,547.79951624244,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.87,-0.505,40.8,-0.1,0.667,3.0,1,0,1,hydro_patch_moderate (0.67),HIGH,0.3704,3,15,33,4
Spesolimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Spesolimab.pdb,84.29168210568973,62,4.705801086599419,2.4802582263946533,482.3129610914923,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.84,-0.36,40.4,4.1,0.556,3.0,0,0,0,,HIGH,0.5759,24,24,28,5
Stapokibart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Stapokibart.pdb,85.49880081195296,71,4.7373822477053515,2.583281993865967,461.5697565291277,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.85,-0.272,38.5,3.9,0.556,3.0,1,1,1,,HIGH,0.6371,21,8,44,4
Sutimlimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Sutimlimab.pdb,86.34741355862685,67,4.62822977450856,1.5736150741577148,515.9795219864282,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.97,-0.231,48.1,5.1,0.556,3.0,0,2,1,,HIGH,0.6008,17,4,48,4
Suvemcitug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Suvemcitug.pdb,80.89531352807678,76,4.6200291531387725,2.203930377960205,621.4261591793213,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.56,-0.224,37.5,-0.2,0.556,3.0,0,3,3,,HIGH,0.7553,28,0,31,5
Suvizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Suvizumab.pdb,72.5524158173223,77,4.6784360067592985,1.636204719543457,500.218045614616,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.2,-0.495,27.8,-2.3,0.556,2.0,1,2,1,pI_unusually_low (5.20),HIGH,0.5984,18,8,27,4
Suvonstobart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Suvonstobart.pdb,75.65394165835527,78,4.57946501025221,1.2912133932113647,548.5565078632642,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.78,-0.448,38.2,3.9,0.667,3.0,1,1,0,hydro_patch_moderate (0.67),HIGH,0.6472,36,6,19,5
Tacatuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tacatuzumab.pdb,78.42203055929022,63,4.6924488101270825,2.54779052734375,509.8735944997426,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,8.9,-0.383,51.3,5.0,0.556,3.0,0,1,0,,HIGH,0.6349,25,15,11,5
Tadocizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tadocizumab.pdb,82.56674053761259,71,4.660000818531688,2.0593881607055664,454.35186101370726,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.3,-0.381,26.6,1.8,0.556,3.0,1,0,1,,HIGH,0.6368,26,13,9,5
Tafasitamab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tafasitamab.pdb,77.04936342338956,77,4.602703603082581,1.6171514987945557,543.7345937999967,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.98,-0.322,41.8,-0.0,0.556,3.0,1,2,1,,HIGH,0.7081,21,6,27,5
Tagitanlimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tagitanlimab.pdb,85.40171368625964,74,4.693704331154917,2.560558319091797,476.6311041071455,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.78,-0.369,40.8,0.8,0.667,3.0,0,3,1,hydro_patch_moderate (0.67),HIGH,0.6921,42,9,6,4
Talacotuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Talacotuzumab.pdb,73.16806109142267,81,4.606636108993625,1.478188395500183,543.2209656540829,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.28,-0.452,29.6,1.9,0.667,2.1,0,2,1,hydro_patch_moderate (0.67),HIGH,0.5505,14,12,32,5
Talizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Talizumab.pdb,81.92313279161323,81,4.549893500588157,1.2939172983169556,462.3187567236396,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.35,-0.397,40.7,-1.0,0.667,3.0,0,0,1,hydro_patch_moderate (0.67),HIGH,0.5949,22,22,26,5
Tamrintamab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tamrintamab.pdb,80.76127642627158,78,4.675080820551662,1.6474205255508423,577.490878581119,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.36,-0.35,47.1,-1.0,0.556,3.0,0,1,0,,HIGH,0.6122,13,5,40,4
Tanezumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tanezumab.pdb,83.12927334044731,89,4.610000785634908,1.5743712186813354,566.2178637013316,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.29,-0.328,31.2,1.9,0.667,3.0,1,1,1,hydro_patch_moderate (0.67),HIGH,0.8148,13,0,42,5
Tanruprubart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tanruprubart.pdb,85.64021046035076,60,4.718334927178516,2.454272508621216,605.4647623230103,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.06,-0.416,40.2,0.1,0.556,3.0,0,1,1,,HIGH,0.5121,11,18,20,4
Tarcocimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tarcocimab.pdb,85.67686270448856,71,4.655189291538934,1.3992242813110352,526.869122499805,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.34,-0.325,37.1,-0.9,0.556,3.0,1,1,0,,HIGH,0.7531,30,0,37,5
Tavolimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tavolimab.pdb,84.45286794338718,82,4.640961268142946,1.0933747291564941,581.7734139106886,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.74,-0.508,30.0,4.1,0.444,3.1,1,2,1,,HIGH,0.7118,19,6,38,3
Tazlestobart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tazlestobart.pdb,84.936194206974,63,4.654087309066407,2.525326728820801,486.2818018496162,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.85,-0.31,42.9,3.8,0.556,3.0,0,2,2,,HIGH,0.7531,15,0,52,5
Tecotabart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tecotabart.pdb,76.82613964925305,77,4.6296356800482785,2.3249573707580566,412.68333638084346,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.85,-0.302,39.0,0.9,0.556,2.0,1,3,1,,HIGH,0.6911,14,4,60,4
Telazorlimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Telazorlimab.pdb,82.81033507848268,83,4.609595829160343,1.8496997356414795,475.2825911685553,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,7.8,-0.325,30.6,0.9,0.778,3.0,0,0,1,hydro_patch_high (0.78),HIGH,0.7222,20,0,35,5
Telisotuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Telisotuzumab.pdb,76.15320919349429,70,4.692224228609899,2.1673436164855957,566.8186932963308,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.92,-0.39,38.9,-0.1,0.556,3.0,0,2,2,,HIGH,0.7069,18,2,47,5
Temelimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Temelimab.pdb,84.40010004509024,56,4.7033105225268335,2.7855536937713623,731.6683158212041,,H1-10-1,H2-16-?,H3-7,L1-10-1,L2-7-1,L3-9,,8.78,-0.302,44.4,3.8,0.667,3.0,1,0,0,hydro_patch_moderate (0.67),HIGH,0.6096,20,7,33,5
Temtokibart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Temtokibart.pdb,88.02709754379771,64,4.536721245301245,0.3569104075431824,872.7449870645789,,H1-10-1,H2-16-?,H3-8,L1-7-?,L2-7-1,L3-9,,6.77,-0.343,36.7,-0.2,0.556,4.0,1,2,1,,HIGH,0.6634,19,6,38,4
Teplizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Teplizumab.pdb,87.291776430792,83,4.518916362168109,1.069729208946228,544.5299285591582,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,9.03,-0.564,49.9,5.9,0.556,3.0,0,1,1,,HIGH,0.7063,37,2,13,3
Tifcemalimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tifcemalimab.pdb,78.57100745934778,72,4.687566488981247,2.0046732425689697,549.7393633122335,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.28,-0.411,30.7,2.0,0.556,3.0,1,1,3,,HIGH,0.6689,28,7,25,5
Tigatuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tigatuzumab.pdb,84.22723473951645,71,4.582785334278955,0.57036292552948,437.6933905624576,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,8.83,-0.3,38.1,3.9,0.667,3.0,1,1,2,hydro_patch_moderate (0.67),HIGH,0.7444,16,1,49,4
Tilavonemab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tilavonemab.pdb,76.74323184409796,61,4.66564800006699,1.6787713766098022,489.5650580789349,,H1-10-1,H2-16-?,H3-4,L1-11-1,L2-7-1,L3-9,,6.24,-0.433,44.4,-1.7,0.667,3.0,0,0,3,hydro_patch_moderate (0.67),HIGH,0.7602,45,5,3,5
Tildrakizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tildrakizumab.pdb,83.56731049348382,66,4.722495419587662,2.2575759887695312,618.7832590165714,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.3,-0.283,36.6,1.9,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.6493,8,4,38,5
Tilogotamab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tilogotamab.pdb,85.4997518540923,76,4.649988102721977,1.9918521642684937,674.317158320158,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,8.8,-0.418,40.4,4.0,0.444,3.0,1,1,0,,HIGH,0.6168,28,7,33,5
Tilvestamab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tilvestamab.pdb,78.7165877760074,73,4.685348567439289,2.3600914478302,520.1779830605998,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.98,-0.333,37.5,5.1,0.667,3.0,0,2,0,hydro_patch_moderate (0.67),HIGH,0.7089,21,8,36,5
Timigutuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Timigutuzumab.pdb,83.95420399348158,71,4.707819249531994,2.683919906616211,495.2073035069108,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.61,-0.334,40.7,3.0,0.667,3.0,0,2,2,hydro_patch_moderate (0.67),HIGH,0.7327,31,4,32,5
Tinurilimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tinurilimab.pdb,81.96749462306515,73,4.594023491691082,1.4099680185317993,481.8955311306251,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.09,-0.244,30.7,5.8,0.778,3.0,0,0,0,hydro_patch_high (0.78),HIGH,0.7037,15,0,54,5
Tislelizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tislelizumab.pdb,82.5770529727278,68,4.727624716402973,1.1708073616027832,470.34103347606674,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.99,-0.256,27.4,-0.0,0.667,2.0,0,0,2,hydro_patch_moderate (0.67),HIGH,0.7838,30,1,30,4
Tixentamig,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tixentamig.pdb,86.5790463552851,86,4.56677131581628,0.844338059425354,426.35661444177157,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.99,-0.262,34.1,4.9,0.667,4.0,0,2,2,hydro_patch_moderate (0.67),HIGH,0.3788,4,16,37,5
Tizetatug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tizetatug.pdb,80.87376093908995,68,4.682133725056281,2.3838002681732178,567.958722292447,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.56,-0.22,25.5,2.9,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.7333,22,2,38,5
Tocilizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tocilizumab.pdb,83.59790664839353,75,4.7430055162362885,2.4839744567871094,568.3020774255333,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.16,-0.325,35.1,5.9,0.556,3.0,1,0,0,,HIGH,0.6085,28,21,22,5
Tomaralimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tomaralimab.pdb,78.388229271178,73,4.712540605941915,1.8273051977157593,511.0635185321826,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.64,-0.308,30.6,-1.2,0.667,3.0,0,0,1,hydro_patch_moderate (0.67),HIGH,0.6252,13,10,24,5
Toripalimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Toripalimab.pdb,75.84869863869754,72,4.697515831827973,2.519134521484375,556.4801228984054,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.06,-0.266,38.4,0.1,0.556,3.0,1,1,0,,HIGH,0.7407,24,3,45,5
Trastuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Trastuzumab.pdb,83.95420399348158,71,4.707819249531994,2.683919906616211,495.2073035069108,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.61,-0.334,40.7,3.0,0.667,3.0,0,2,2,hydro_patch_moderate (0.67),HIGH,0.7327,31,4,32,5
Tregalizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tregalizumab.pdb,77.4869600024343,74,4.633869326630154,0.8427037596702576,434.3033817057729,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.94,-0.255,31.3,-1.1,0.778,3.0,2,1,2,hydro_patch_high (0.78),HIGH,0.6935,27,5,34,4
Trosunilimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Trosunilimab.pdb,85.76364294994836,56,4.639494790992838,2.173799514770508,645.7929617931374,,H1-10-1,H2-16-?,H3-3,L1-11-1,L2-7-1,L3-9,,5.8,-0.35,47.5,-2.8,0.556,3.0,0,0,1,,HIGH,0.584,33,15,24,5
Tucotuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tucotuzumab.pdb,88.05073501414296,55,4.6256155868371325,1.8217896223068237,613.3015437372063,,H1-10-1,H2-16-?,H3-7,L1-10-1,L2-7-1,L3-9,,8.31,-0.327,37.3,1.9,0.556,3.0,1,0,0,,HIGH,0.6122,41,17,3,4
Tulisokibart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tulisokibart.pdb,85.79087259739059,73,4.5480352329171225,0.28984665870666504,599.7267140270633,,H1-10-1,H2-16-?,H3-7,L1-10-1,L2-7-1,L3-9,,8.33,-0.428,43.3,1.9,0.556,3.0,1,0,0,,HIGH,0.6566,22,11,27,5
Tuparstobart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tuparstobart.pdb,84.3838790777968,75,4.673490869482932,1.6294127702713013,523.7165041649982,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.42,-0.366,38.6,-3.1,0.556,3.0,0,0,0,pI_unusually_low (5.42),HIGH,0.6585,22,8,37,5
Turenkibart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Turenkibart.pdb,74.74962491159145,75,4.695097946390813,2.088073253631592,441.7863189944105,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.95,-0.46,33.6,-2.8,0.556,3.0,0,0,2,,HIGH,0.571,14,15,29,5
Tusamitamab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Tusamitamab.pdb,86.7740242178213,69,4.702299752979414,1.63472580909729,531.916202362537,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.06,-0.218,43.4,0.1,0.556,3.0,0,1,0,,HIGH,0.5977,30,13,6,5
Ucenprubart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ucenprubart.pdb,80.82985100637352,77,4.714029422272807,1.0678092241287231,609.9557096002221,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.47,-0.238,43.7,-2.2,0.667,3.0,1,1,1,pI_unusually_low (5.47); hydro_patch_moderate (0.67),HIGH,0.5086,13,16,28,5
Ulenistamab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ulenistamab.pdb,71.03168662980806,77,4.579912644406849,1.177262306213379,481.2440224101359,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,9.18,-0.429,39.4,6.8,0.667,3.0,1,2,1,hydro_patch_moderate (0.67),HIGH,0.6825,20,5,50,5
Uliledlimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Uliledlimab.pdb,85.54978115857742,78,4.565594144407875,0.6430217027664185,518.0283116354667,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,7.84,-0.447,43.7,0.9,0.556,3.0,0,1,0,,HIGH,0.7077,17,7,33,5
Ulviprubart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ulviprubart.pdb,72.18094145601967,70,4.648243859687947,2.326220750808716,553.8800976213955,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,8.55,-0.367,29.3,2.9,0.556,2.0,1,0,1,,HIGH,0.576,9,11,41,4
Umikibart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Umikibart.pdb,84.49296876173999,58,4.572598007931863,0.4118843972682953,570.4118715679169,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,9.01,-0.2,42.6,4.8,0.556,3.0,0,1,2,,HIGH,0.7826,14,2,49,3
Unasnemab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Unasnemab.pdb,84.18641633089449,55,4.712303358404798,2.072770118713379,555.5536017750148,,H1-10-1,H2-16-?,H3-5,L1-11-1,L2-7-1,L3-9,,8.36,-0.399,46.9,2.0,0.667,3.0,1,1,2,hydro_patch_moderate (0.67),HIGH,0.7356,16,5,31,3
Upanovimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Upanovimab.pdb,81.52666112698898,74,4.597037899057121,0.8870408535003662,430.6078686714897,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.86,-0.281,38.6,0.8,0.667,3.0,0,1,1,hydro_patch_moderate (0.67),HIGH,0.729,30,4,32,4
Upinitatug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Upinitatug.pdb,83.36470383801732,69,4.576570050307683,0.9825417399406433,572.8170068356642,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.77,-0.301,34.1,3.8,0.556,4.0,1,1,1,,HIGH,0.5652,22,13,21,5
Uprevstobart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Uprevstobart.pdb,81.60194001056581,74,4.683008044408257,1.2831759452819824,587.8643324384715,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.84,-0.366,26.5,-0.1,0.556,2.0,0,0,1,,HIGH,0.6173,12,9,41,3
Urtoxazumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Urtoxazumab.pdb,85.0793417689066,63,4.744742630237944,2.8471169471740723,458.35288738856724,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.36,-0.264,41.3,1.9,0.556,3.0,0,1,1,,HIGH,0.7765,27,3,44,4
Usilnetug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Usilnetug.pdb,83.1480890554158,75,4.583284959781751,0.6799890995025635,556.2302563267023,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.33,-0.262,43.8,1.9,0.667,3.0,0,0,1,hydro_patch_moderate (0.67),HIGH,0.7938,27,1,31,4
Vamikibart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Vamikibart.pdb,76.08559204443257,80,4.626928577623401,1.028406023979187,498.7135813987079,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,4.97,-0.315,44.8,-4.3,0.556,2.0,0,0,1,pI_unusually_low (4.97),HIGH,0.592,13,11,37,3
